日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2017-12-01,600519,432.79,417.13,433.77,414.91,47193,2959772016.0,4.43,-2.03,-8.65,0.38
2017-12-04,600519,418.73,432.57,438.88,411.5,54268,3436687376.0,6.56,3.7,15.44,0.43
2017-12-05,600519,428.78,427.74,442.18,424.91,47466,3026076464.0,3.99,-1.12,-4.83,0.38
2017-12-06,600519,426.28,419.79,438.88,414.78,58174,3657236576.0,5.63,-1.86,-7.95,0.46
2017-12-07,600519,419.73,411.47,419.77,410.04,51033,3155212016.0,2.32,-1.98,-8.32,0.41
2017-12-08,600519,410.2,422.06,423.63,410.2,45503,2842464432.0,3.26,2.57,10.59,0.36
2017-12-11,600519,425.78,445.77,446.73,425.78,72849,4702239232.0,4.96,5.62,23.71,0.58
2017-12-12,600519,453.48,446.1,453.55,445.8,47889,3138650304.0,1.74,0.07,0.33,0.38
2017-12-13,600519,449.77,462.99,464.78,445.5,48502,3197982048.0,4.32,3.79,16.89,0.39
2017-12-14,600519,464.76,459.33,466.08,455.28,31968,2126665888.0,2.33,-0.79,-3.66,0.25
2017-12-15,600519,458.78,448.57,462.73,445.56,32256,2126579408.0,3.74,-2.34,-10.76,0.26
2017-12-18,600519,454.78,460.55,464.58,453.36,39162,2599749872.0,2.5,2.67,11.98,0.31
2017-12-19,600519,457.78,461.87,467.22,455.78,44072,2944470864.0,2.48,0.29,1.32,0.35
2017-12-20,600519,464.68,479.69,481.64,458.81,63601,4321305856.0,4.94,3.86,17.82,0.51
2017-12-21,600519,477.78,476.52,482.2,470.28,46680,3178595840.0,2.48,-0.66,-3.17,0.37
2017-12-22,600519,474.78,477.7,480.68,471.79,28317,1930315472.0,1.87,0.25,1.18,0.23
2017-12-25,600519,480.78,482.9,491.08,478.5,36214,2497653984.0,2.63,1.09,5.2,0.29
2017-12-26,600519,482.96,475.59,487.77,471.28,31868,2174103280.0,3.41,-1.51,-7.31,0.25
2017-12-27,600519,479.64,458.96,479.64,457.28,37722,2539720704.0,4.7,-3.5,-16.63,0.3
2017-12-28,600519,481.78,513.47,514.68,466.1,124141,8656875776.0,10.58,11.88,54.51,0.99
2017-12-29,600519,512.78,492.27,521.28,486.38,76039,5372514560.0,6.8,-4.13,-21.2,0.61
2018-01-02,600519,494.78,498.63,504.94,484.67,49612,3482407648.0,4.12,1.29,6.36,0.39
2018-01-03,600519,496.28,510.64,516.18,494.52,52019,3713523696.0,4.34,2.41,12.01,0.41
2018-01-04,600519,516.18,531.85,538.28,514.11,72205,5309890304.0,4.73,4.15,21.21,0.57
2018-01-05,600519,535.78,533.14,540.81,523.0,39989,2946493008.0,3.35,0.24,1.29,0.32
2018-01-08,600519,529.8,546.91,551.28,529.8,52205,3899951728.0,4.03,2.58,13.77,0.42
2018-01-09,600519,546.99,577.3,577.78,546.99,64592,5001164544.0,5.63,5.56,30.39,0.51
2018-01-10,600519,579.78,580.49,583.66,568.26,47714,3731993152.0,2.67,0.55,3.19,0.38
2018-01-11,600519,581.78,569.59,582.78,566.78,50656,3942075856.0,2.76,-1.88,-10.9,0.4
2018-01-12,600519,568.55,583.2,583.58,561.8,45988,3577281776.0,3.82,2.39,13.61,0.37
2018-01-15,600519,588.24,580.15,593.84,573.8,52473,4136645488.0,3.44,-0.52,-3.05,0.42
2018-01-16,600519,575.26,567.72,583.39,562.78,65428,5084966144.0,3.55,-2.14,-12.43,0.52
2018-01-17,600519,564.78,542.71,568.78,533.29,90710,6835580416.0,6.25,-4.41,-25.01,0.72
2018-01-18,600519,542.71,545.52,559.78,538.87,58979,4443031296.0,3.85,0.52,2.81,0.47
2018-01-19,600519,547.68,544.96,553.68,533.8,50926,3818021984.0,3.64,-0.1,-0.56,0.41
2018-01-22,600519,546.59,568.42,568.78,546.59,67127,5129674752.0,4.07,4.3,23.46,0.53
2018-01-23,600519,572.59,568.56,574.78,563.38,49549,3836387696.0,2.01,0.02,0.14,0.39
2018-01-24,600519,571.22,559.24,571.24,553.38,43299,3311348768.0,3.14,-1.64,-9.32,0.34
2018-01-25,600519,555.78,563.94,570.78,545.78,50041,3821875040.0,4.47,0.84,4.7,0.4
2018-01-26,600519,562.02,572.0,572.18,558.78,43978,3389953776.0,2.38,1.43,8.06,0.35
2018-01-29,600519,573.54,531.1,574.45,529.78,74536,5637041920.0,7.81,-7.15,-40.9,0.59
2018-01-30,600519,530.78,536.86,543.55,524.8,51911,3852705104.0,3.53,1.08,5.76,0.41
2018-01-31,600519,533.78,559.32,566.49,533.78,60402,4601994752.0,6.09,4.18,22.46,0.48
2018-02-01,600519,561.78,552.51,562.08,547.7,50583,3846421616.0,2.57,-1.22,-6.81,0.4
2018-02-02,600519,547.0,535.18,548.01,519.78,75421,5583742720.0,5.11,-3.14,-17.33,0.6
2018-02-05,600519,522.0,513.01,524.74,500.38,98996,7104095744.0,4.55,-4.14,-22.17,0.79
2018-02-06,600519,497.78,503.64,517.38,497.78,88169,6270888704.0,3.82,-1.83,-9.37,0.7
2018-02-07,600519,514.78,478.21,518.66,476.79,88290,6231141120.0,8.31,-5.05,-25.43,0.7
2018-02-08,600519,476.98,495.77,512.78,476.98,83409,5860233472.0,7.49,3.67,17.56,0.66
2018-02-09,600519,474.78,478.21,484.67,452.78,105578,7160206336.0,6.43,-3.54,-17.56,0.84
2018-02-12,600519,485.78,492.26,500.28,479.98,64180,4466343168.0,4.24,2.94,14.05,0.51
2018-02-13,600519,499.8,506.76,509.6,499.28,53389,3793782384.0,2.1,2.95,14.5,0.43
2018-02-14,600519,514.78,513.23,514.78,507.0,30653,2198728704.0,1.54,1.28,6.47,0.24
2018-02-22,600519,522.08,537.23,538.78,518.02,50765,3717469264.0,4.04,4.68,24.0,0.4
2018-02-23,600519,541.78,537.26,551.34,531.78,38159,2844936752.0,3.64,0.01,0.03,0.3
2018-02-26,600519,541.66,538.29,546.83,527.8,43658,3243216352.0,3.54,0.19,1.03,0.35
2018-02-27,600519,543.78,532.76,550.78,532.0,42602,3181778848.0,3.49,-1.03,-5.53,0.34
2018-02-28,600519,526.78,520.4,537.08,513.78,48331,3522004688.0,4.37,-2.32,-12.36,0.38
2018-03-01,600519,522.78,536.75,541.63,518.55,44795,3303604160.0,4.44,3.14,16.35,0.36
2018-03-02,600519,532.78,531.19,538.34,524.78,25992,1912613824.0,2.53,-1.04,-5.56,0.21
2018-03-05,600519,532.96,514.89,536.78,511.81,37235,2703926960.0,4.7,-3.07,-16.3,0.3
2018-03-06,600519,519.78,513.04,522.38,491.91,64570,4581658624.0,5.92,-0.36,-1.85,0.51
2018-03-07,600519,509.78,504.82,518.78,503.77,34596,2480929040.0,2.93,-1.6,-8.22,0.28
2018-03-08,600519,508.78,517.54,518.78,502.78,35349,2540452000.0,3.17,2.52,12.72,0.28
2018-03-09,600519,522.33,522.98,527.35,518.28,30171,2199081680.0,1.75,1.05,5.44,0.24
2018-03-12,600519,524.33,518.73,528.7,517.55,39888,2900950560.0,2.13,-0.81,-4.25,0.32
2018-03-13,600519,517.78,505.13,521.38,504.78,38577,2764426992.0,3.2,-2.62,-13.6,0.31
2018-03-14,600519,504.45,521.66,522.86,502.0,37356,2683830112.0,4.13,3.27,16.53,0.3
2018-03-15,600519,522.8,541.25,541.78,522.8,56149,4161645760.0,3.64,3.76,19.59,0.45
2018-03-16,600519,542.38,534.63,548.76,533.66,35856,2676682528.0,2.79,-1.22,-6.62,0.29
2018-03-19,600519,538.75,548.26,548.77,533.78,38667,2897348544.0,2.8,2.55,13.63,0.31
2018-03-20,600519,544.78,542.51,546.78,534.78,28877,2154897792.0,2.19,-1.05,-5.75,0.23
2018-03-21,600519,544.89,536.78,547.89,534.78,26743,1996584256.0,2.42,-1.06,-5.73,0.21
2018-03-22,600519,538.78,520.86,542.78,518.79,37487,2748721664.0,4.47,-2.97,-15.92,0.3
2018-03-23,600519,495.78,505.84,518.27,494.86,52547,3727044976.0,4.49,-2.88,-15.02,0.42
2018-03-26,600519,502.78,508.27,509.84,496.66,46256,3276880064.0,2.61,0.48,2.43,0.37
2018-03-27,600519,517.78,509.52,520.66,498.78,47548,3399900240.0,4.3,0.25,1.25,0.38
2018-03-28,600519,494.75,476.83,497.78,463.78,113540,7786098176.0,6.67,-6.42,-32.69,0.9
2018-03-29,600519,476.98,483.88,492.63,453.19,79082,5362889984.0,8.27,1.48,7.05,0.63
2018-03-30,600519,480.78,478.4,488.28,474.66,36540,2502696336.0,2.81,-1.13,-5.48,0.29
2018-04-02,600519,474.78,474.84,485.78,468.89,32039,2185060768.0,3.53,-0.74,-3.56,0.26
2018-04-03,600519,472.78,472.69,481.78,470.17,40236,2737509488.0,2.45,-0.45,-2.15,0.32
2018-04-04,600519,476.78,488.79,495.21,475.16,56891,3948712784.0,4.24,3.41,16.1,0.45
2018-04-09,600519,491.88,493.08,500.21,484.93,30833,2149178944.0,3.13,0.88,4.29,0.25
2018-04-10,600519,499.58,502.8,503.28,493.24,32043,2252069680.0,2.04,1.97,9.72,0.26
2018-04-11,600519,504.78,500.14,509.56,497.8,25723,1822237888.0,2.34,-0.53,-2.66,0.2
2018-04-12,600519,498.78,488.98,501.66,487.0,30714,2139139504.0,2.93,-2.23,-11.16,0.24
2018-04-13,600519,493.28,481.64,495.78,479.86,27550,1904051056.0,3.26,-1.5,-7.34,0.22
2018-04-16,600519,475.36,476.16,481.63,471.78,32940,2241463088.0,2.05,-1.14,-5.48,0.26
2018-04-17,600519,479.78,460.98,480.16,460.38,35173,2377407824.0,4.15,-3.19,-15.18,0.28
2018-04-18,600519,465.78,450.42,465.78,439.78,62617,4104175824.0,5.64,-2.29,-10.56,0.5
2018-04-19,600519,454.63,474.74,474.78,451.44,44208,2976468496.0,5.18,5.4,24.32,0.35
2018-04-20,600519,475.78,465.04,488.78,463.01,41512,2831559744.0,5.43,-2.04,-9.7,0.33
2018-04-23,600519,460.79,468.79,475.11,460.79,32659,2196761040.0,3.08,0.81,3.75,0.26
2018-04-24,600519,470.78,484.66,488.28,469.78,47283,3252280976.0,3.95,3.39,15.87,0.38
2018-04-25,600519,483.78,485.75,486.78,477.8,25252,1738767072.0,1.85,0.22,1.09,0.2
2018-04-26,600519,486.78,473.01,487.06,467.78,35048,2378744480.0,3.97,-2.62,-12.74,0.28
2018-04-27,600519,480.03,457.31,483.14,449.78,57915,3866680416.0,7.05,-3.32,-15.7,0.46
2018-05-02,600519,454.78,462.61,463.77,439.84,70259,4589885696.0,5.23,1.16,5.3,0.56
2018-05-03,600519,460.78,465.66,468.46,452.78,36327,2426248240.0,3.39,0.66,3.05,0.29
2018-05-04,600519,465.76,457.65,469.61,455.35,37376,2492610224.0,3.06,-1.72,-8.01,0.3
2018-05-07,600519,454.73,492.95,496.66,452.55,85591,5858519296.0,9.64,7.71,35.3,0.68
2018-05-08,600519,492.81,503.61,506.91,492.81,62498,4414037760.0,2.86,2.16,10.66,0.5
2018-05-09,600519,503.86,496.73,507.08,491.9,32331,2267880032.0,3.01,-1.37,-6.88,0.26
2018-05-10,600519,498.28,508.97,510.78,498.28,39294,2794919584.0,2.52,2.46,12.24,0.31
2018-05-11,600519,513.47,512.8,525.28,510.48,39142,2826877200.0,2.91,0.75,3.83,0.31
2018-05-14,600519,518.78,537.19,537.78,518.78,51015,3753818032.0,3.71,4.76,24.39,0.41
2018-05-15,600519,540.78,537.84,541.22,528.78,38056,2811622720.0,2.32,0.12,0.65,0.3
2018-05-16,600519,534.78,529.3,540.44,528.06,30795,2275092448.0,2.3,-1.59,-8.54,0.25
2018-05-17,600519,529.9,522.16,532.28,518.78,28518,2077476640.0,2.55,-1.35,-7.14,0.23
2018-05-18,600519,518.77,534.1,535.78,515.97,29255,2140724032.0,3.79,2.29,11.94,0.23
2018-05-21,600519,538.78,529.6,542.08,527.26,29060,2150582000.0,2.77,-0.84,-4.5,0.23
2018-05-22,600519,530.0,534.35,534.62,524.8,16999,1250693952.0,1.85,0.9,4.75,0.14
2018-05-23,600519,534.78,518.56,534.78,518.36,28269,2061375200.0,3.07,-2.95,-15.79,0.23
2018-05-24,600519,514.78,510.18,523.44,507.78,30416,2191695808.0,3.02,-1.62,-8.38,0.24
2018-05-25,600519,506.78,511.64,521.78,506.78,26511,1908701136.0,2.94,0.29,1.46,0.21
2018-05-28,600519,512.78,535.18,535.44,509.9,42805,3129960288.0,4.99,4.6,23.54,0.34
2018-05-29,600519,533.58,526.21,544.78,526.06,40820,3029700816.0,3.5,-1.68,-8.97,0.32
2018-05-30,600519,522.0,520.65,532.08,514.83,37147,2706486800.0,3.28,-1.06,-5.56,0.3
2018-05-31,600519,525.03,545.91,546.4,525.02,71853,5356222464.0,4.11,4.85,25.26,0.57
2018-06-01,600519,545.91,539.89,549.76,533.54,36178,2694415008.0,2.97,-1.1,-6.02,0.29
2018-06-04,600519,547.13,576.75,577.68,540.66,73806,5697540352.0,6.86,6.83,36.86,0.59
2018-06-05,600519,581.28,582.83,589.48,572.01,52630,4136578576.0,3.03,1.05,6.08,0.42
2018-06-06,600519,582.78,580.53,595.73,577.08,48969,3870616720.0,3.2,-0.39,-2.3,0.39
2018-06-07,600519,584.76,575.75,590.33,573.68,39168,3078137472.0,2.87,-0.82,-4.78,0.31
2018-06-08,600519,574.78,572.73,580.68,564.78,34958,2712363712.0,2.76,-0.52,-3.02,0.28
2018-06-11,600519,570.83,570.51,580.78,563.11,36548,2837404000.0,3.09,-0.39,-2.22,0.29
2018-06-12,600519,572.78,593.97,598.28,571.28,55287,4385043200.0,4.73,4.11,23.46,0.44
2018-06-13,600519,594.78,585.11,597.4,583.66,35244,2803441680.0,2.31,-1.49,-8.86,0.28
2018-06-14,600519,584.78,580.91,588.58,569.96,36160,2830514224.0,3.18,-0.72,-4.2,0.29
2018-06-15,600519,578.98,579.11,584.36,574.88,31708,2455441872.0,1.63,-0.31,-1.8,0.25
2018-06-19,600519,574.78,543.78,574.78,542.78,60196,4535664128.0,5.53,-6.1,-35.33,0.48
2018-06-20,600519,546.78,569.37,570.78,546.78,45838,3454583696.0,4.41,4.71,25.59,0.36
2018-06-21,600519,571.0,565.1,584.67,564.55,39183,3013867648.0,3.53,-0.75,-4.27,0.31
2018-06-22,600519,559.78,572.31,572.78,555.78,28855,2190055872.0,3.01,1.28,7.21,0.23
2018-06-25,600519,571.78,571.34,584.75,570.68,32934,2543272256.0,2.46,-0.17,-0.97,0.26
2018-06-26,600519,571.09,560.58,575.66,552.78,46578,3516945440.0,4.0,-1.88,-10.76,0.37
2018-06-27,600519,557.78,528.22,562.78,526.78,57298,4194739088.0,6.42,-5.77,-32.36,0.46
2018-06-28,600519,519.78,516.71,524.78,502.78,50834,3610842736.0,4.16,-2.18,-11.51,0.4
2018-06-29,600519,518.08,537.24,538.08,510.78,32929,2378884224.0,5.28,3.97,20.53,0.26
2018-07-02,600519,540.3,517.33,545.11,508.78,37558,2709882032.0,6.76,-3.71,-19.91,0.3
2018-07-03,600519,515.54,500.7,521.56,484.01,82837,5743330304.0,7.26,-3.21,-16.63,0.66
2018-07-04,600519,497.78,496.69,505.78,493.78,37991,2637494704.0,2.4,-0.8,-4.01,0.3
2018-07-05,600519,505.78,508.17,521.98,505.78,47124,3333680080.0,3.26,2.31,11.48,0.38
2018-07-06,600519,512.78,519.9,526.71,505.04,44157,3140922352.0,4.26,2.31,11.73,0.35
2018-07-09,600519,525.81,533.02,535.64,525.51,40573,2944655280.0,1.95,2.52,13.12,0.32
2018-07-10,600519,534.78,531.54,537.28,519.11,29010,2096683488.0,3.41,-0.28,-1.48,0.23
2018-07-11,600519,515.78,525.36,529.78,508.0,24278,1736875984.0,4.1,-1.16,-6.18,0.19
2018-07-12,600519,523.78,543.32,546.95,523.78,40170,2947129136.0,4.41,3.42,17.96,0.32
2018-07-13,600519,548.08,552.77,553.88,540.9,28907,2152944608.0,2.39,1.74,9.45,0.23
2018-07-16,600519,558.08,560.46,569.89,556.81,32475,2454501600.0,2.37,1.39,7.69,0.26
2018-07-17,600519,562.78,548.21,562.78,541.8,27806,2064190608.0,3.74,-2.19,-12.25,0.22
2018-07-18,600519,548.21,543.22,555.47,540.78,24522,1818760400.0,2.68,-0.91,-4.99,0.2
2018-07-19,600519,544.78,546.73,549.73,540.8,18079,1337080016.0,1.64,0.65,3.51,0.14
2018-07-20,600519,547.28,546.91,548.91,533.78,30549,2249792128.0,2.77,0.03,0.18,0.24
2018-07-23,600519,541.78,537.85,546.93,525.79,35970,2621763712.0,3.87,-1.66,-9.06,0.29
2018-07-24,600519,538.46,551.18,553.08,528.78,41809,3091209136.0,4.52,2.48,13.33,0.33
2018-07-25,600519,552.73,549.59,555.66,545.79,21744,1618737616.0,1.79,-0.29,-1.59,0.17
2018-07-26,600519,554.68,541.4,554.68,540.01,23067,1707662624.0,2.67,-1.49,-8.19,0.18
2018-07-27,600519,541.78,544.34,550.08,535.78,20914,1546655264.0,2.64,0.54,2.94,0.17
2018-07-30,600519,544.68,524.99,546.44,520.78,42172,3058614528.0,4.71,-3.55,-19.35,0.34
2018-07-31,600519,526.08,532.22,533.66,524.99,20683,1499353472.0,1.65,1.38,7.23,0.16
2018-08-01,600519,537.18,520.72,538.08,519.89,25238,1821933664.0,3.42,-2.16,-11.5,0.2
2018-08-02,600519,521.75,501.62,521.75,493.66,55001,3840134512.0,5.39,-3.67,-19.1,0.44
2018-08-03,600519,500.78,484.77,500.78,481.98,47337,3230239088.0,3.75,-3.36,-16.85,0.38
2018-08-06,600519,482.78,475.46,489.78,468.03,45248,3039091104.0,4.49,-1.92,-9.31,0.36
2018-08-07,600519,478.08,492.06,493.61,467.8,39086,2645263312.0,5.43,3.49,16.6,0.31
2018-08-08,600519,492.8,482.0,494.78,477.65,29685,2016438672.0,3.48,-2.04,-10.06,0.24
2018-08-09,600519,476.78,497.66,500.28,475.9,34486,2368461344.0,5.06,3.25,15.66,0.27
2018-08-10,600519,497.66,492.96,500.55,489.98,23818,1643993568.0,2.12,-0.94,-4.7,0.19
2018-08-13,600519,488.78,485.0,488.78,472.46,34570,2329262064.0,3.31,-1.61,-7.96,0.28
2018-08-14,600519,485.0,485.91,490.28,479.29,21697,1474124256.0,2.27,0.19,0.91,0.17
2018-08-15,600519,485.58,468.58,485.78,466.78,34997,2336994704.0,3.91,-3.57,-17.33,0.28
2018-08-16,600519,457.78,454.22,474.28,445.78,59940,3908421568.0,6.08,-3.06,-14.36,0.48
2018-08-17,600519,463.28,440.64,463.28,435.79,46575,3001465856.0,6.05,-2.99,-13.58,0.37
2018-08-20,600519,438.23,450.57,451.33,422.64,48852,3081035728.0,6.51,2.25,9.93,0.39
2018-08-21,600519,452.78,477.27,478.08,452.78,52249,3460897968.0,5.62,5.93,26.7,0.42
2018-08-22,600519,476.78,473.48,478.98,468.78,20676,1381418416.0,2.14,-0.79,-3.79,0.16
2018-08-23,600519,477.48,475.99,484.28,470.96,27357,1836880240.0,2.81,0.53,2.51,0.22
2018-08-24,600519,474.78,466.08,474.78,462.24,26090,1725516320.0,2.63,-2.08,-9.91,0.21
2018-08-27,600519,467.78,493.08,493.08,467.78,48017,3261483984.0,5.43,5.79,27.0,0.38
2018-08-28,600519,498.78,486.78,499.56,484.33,32489,2222697904.0,3.09,-1.28,-6.3,0.26
2018-08-29,600519,487.78,491.63,494.66,484.88,27404,1877474368.0,2.01,1.0,4.85,0.22
2018-08-30,600519,493.99,486.18,498.38,484.79,33788,2312993216.0,2.76,-1.11,-5.45,0.27
2018-08-31,600519,482.03,464.97,482.78,462.28,58981,3911486176.0,4.22,-4.36,-21.21,0.47
2018-09-03,600519,457.78,471.99,473.45,456.58,30180,1992654928.0,3.63,1.51,7.02,0.24
2018-09-04,600519,472.58,480.82,481.78,467.38,21540,1441658192.0,3.05,1.87,8.83,0.17
2018-09-05,600519,480.78,463.57,482.77,462.78,28983,1927600144.0,4.16,-3.59,-17.25,0.23
2018-09-06,600519,457.78,449.78,465.04,445.78,42371,2744204064.0,4.15,-2.97,-13.79,0.34
2018-09-07,600519,451.28,456.75,463.81,450.92,29240,1903829728.0,2.87,1.55,6.97,0.23
2018-09-10,600519,457.98,450.58,459.59,446.48,21202,1369296448.0,2.87,-1.35,-6.17,0.17
2018-09-11,600519,451.35,451.78,456.75,446.41,19497,1258466304.0,2.29,0.27,1.2,0.16
2018-09-12,600519,448.78,435.78,450.65,433.79,41157,2612360000.0,3.73,-3.54,-16.0,0.33
2018-09-13,600519,443.78,437.76,447.78,425.78,47713,3004019088.0,5.05,0.45,1.98,0.38
2018-09-14,600519,439.76,448.68,455.56,434.31,40900,2617626832.0,4.85,2.49,10.92,0.33
2018-09-17,600519,450.78,451.59,458.74,446.84,29113,1884188496.0,2.65,0.65,2.91,0.23
2018-09-18,600519,448.78,472.48,473.78,448.0,37859,2480477392.0,5.71,4.63,20.89,0.3
2018-09-19,600519,472.36,487.2,491.78,471.78,48222,3277470608.0,4.23,3.12,14.72,0.38
2018-09-20,600519,490.98,484.33,492.68,483.14,27519,1878075360.0,1.96,-0.59,-2.87,0.22
2018-09-21,600519,487.78,505.79,505.79,485.79,42617,2945196256.0,4.13,4.43,21.46,0.34
2018-09-25,600519,500.78,502.8,511.55,499.04,30640,2142679104.0,2.47,-0.59,-2.99,0.24
2018-09-26,600519,507.88,530.71,538.46,507.77,72288,5200776960.0,6.1,5.55,27.91,0.58
2018-09-27,600519,533.28,529.78,533.78,521.18,40509,2918965008.0,2.37,-0.18,-0.93,0.32
2018-09-28,600519,532.48,535.78,538.98,524.66,35090,2551115840.0,2.7,1.13,6.0,0.28
2018-10-08,600519,521.19,491.93,524.78,491.93,82745,5798721536.0,6.13,-8.18,-43.85,0.66
2018-10-09,600519,492.68,500.78,504.49,491.68,40223,2785526960.0,2.6,1.8,8.85,0.32
2018-10-10,600519,503.04,476.7,503.78,475.47,63098,4288785952.0,5.65,-4.81,-24.08,0.5
2018-10-11,600519,440.79,450.77,474.72,440.79,91582,5953169152.0,7.12,-5.44,-25.93,0.73
2018-10-12,600519,456.78,473.78,478.46,456.36,54473,3599837216.0,4.9,5.1,23.01,0.43
2018-10-15,600519,475.27,472.68,477.73,465.81,35607,2372056688.0,2.52,-0.23,-1.1,0.28
2018-10-16,600519,471.76,472.92,485.31,467.79,26394,1766613792.0,3.71,0.05,0.24,0.21
2018-10-17,600519,480.78,471.5,483.08,455.68,43077,2846537056.0,5.79,-0.3,-1.42,0.34
2018-10-18,600519,465.78,451.72,465.78,450.75,52156,3394332720.0,3.19,-4.2,-19.78,0.42
2018-10-19,600519,443.78,475.78,480.78,440.86,76199,4973381120.0,8.84,5.33,24.06,0.61
2018-10-22,600519,480.78,498.78,507.8,480.78,73109,5036971520.0,5.68,4.83,23.0,0.58
2018-10-23,600519,494.78,447.52,494.78,440.78,123113,8076618496.0,10.83,-10.28,-51.26,0.98
2018-10-24,600519,433.89,442.77,455.78,425.78,76113,4818473472.0,6.7,-1.06,-4.75,0.61
2018-10-25,600519,425.78,424.78,428.28,414.36,75568,4657019136.0,3.14,-4.06,-17.99,0.6
2018-10-26,600519,424.78,415.88,430.78,413.76,55327,3388947808.0,4.01,-2.1,-8.9,0.44
2018-10-29,600519,354.87,354.87,354.87,354.87,49076,2694714080.0,0.0,-14.67,-61.01,0.39
2018-10-30,600519,315.78,329.78,348.78,314.8,204397,10663392512.0,9.58,-7.07,-25.09,1.63
2018-10-31,600519,332.78,354.68,360.78,327.78,96885,5239853056.0,10.01,7.55,24.9,0.77
2018-11-01,600519,360.78,368.78,391.28,357.03,98107,5581027328.0,9.66,3.98,14.1,0.78
2018-11-02,600519,390.78,405.68,405.78,378.02,89157,5227695104.0,7.53,10.01,36.9,0.71
2018-11-05,600519,398.78,381.58,398.78,377.55,75517,4373994240.0,5.23,-5.94,-24.1,0.6
2018-11-06,600519,379.78,371.78,379.94,363.79,45566,2572068928.0,4.23,-2.57,-9.8,0.36
2018-11-07,600519,374.78,372.18,380.73,367.79,38108,2165679712.0,3.48,0.11,0.4,0.3
2018-11-08,600519,379.78,376.12,382.78,373.78,33764,1933594960.0,2.42,1.06,3.94,0.27
2018-11-09,600519,373.0,367.78,374.78,367.78,24337,1374731696.0,1.86,-2.22,-8.34,0.19
2018-11-12,600519,358.78,357.78,359.98,342.58,67824,3709848784.0,4.73,-2.72,-10.0,0.54
2018-11-13,600519,351.9,375.78,375.78,348.78,66429,3695850096.0,7.55,5.03,18.0,0.53
2018-11-14,600519,375.74,360.88,375.74,358.33,41767,2331999888.0,4.63,-3.97,-14.9,0.33
2018-11-15,600519,364.58,365.48,370.58,361.28,30833,1728199008.0,2.58,1.27,4.6,0.25
2018-11-16,600519,366.78,365.78,371.78,363.81,28939,1625453520.0,2.18,0.08,0.3,0.23
2018-11-19,600519,366.08,374.8,377.78,364.89,36179,2052509536.0,3.52,2.47,9.02,0.29
2018-11-20,600519,370.78,367.38,373.78,365.78,26943,1514353120.0,2.13,-1.98,-7.42,0.21
2018-11-21,600519,359.78,370.48,374.68,359.46,27107,1527915056.0,4.14,0.84,3.1,0.22
2018-11-22,600519,370.93,370.28,373.11,363.78,21213,1193347568.0,2.52,-0.05,-0.2,0.17
2018-11-23,600519,369.78,362.68,373.08,362.68,20126,1126652928.0,2.81,-2.05,-7.6,0.16
2018-11-26,600519,363.78,357.89,365.98,357.78,19120,1063536976.0,2.26,-1.32,-4.79,0.15
2018-11-27,600519,357.78,353.88,360.77,352.28,20234,1112920624.0,2.37,-1.12,-4.01,0.16
2018-11-28,600519,356.63,362.78,364.97,351.28,27738,1535544368.0,3.87,2.51,8.9,0.22
2018-11-29,600519,371.81,357.38,375.58,354.79,45069,2524752304.0,5.73,-1.49,-5.4,0.36
2018-11-30,600519,362.78,370.78,374.67,358.78,49010,2762808224.0,4.45,3.75,13.4,0.39
2018-12-03,600519,394.78,406.98,410.78,390.55,83415,4964130048.0,5.46,9.76,36.2,0.66
2018-12-04,600519,408.77,408.01,410.04,400.78,31474,1888148736.0,2.28,0.25,1.03,0.25
2018-12-05,600519,403.28,415.88,422.28,400.78,41588,2523641856.0,5.27,1.93,7.87,0.33
2018-12-06,600519,405.78,397.58,411.76,396.14,37758,2250440656.0,3.76,-4.4,-18.3,0.3
2018-12-07,600519,401.38,392.78,404.64,390.48,26842,1583970320.0,3.56,-1.21,-4.8,0.21
2018-12-10,600519,381.78,383.01,393.28,379.96,24641,1427993216.0,3.39,-2.49,-9.77,0.2
2018-12-11,600519,382.78,388.77,392.33,382.78,16317,949962160.0,2.49,1.5,5.76,0.13
2018-12-12,600519,394.57,394.78,394.98,388.58,19922,1168089520.0,1.65,1.55,6.01,0.16
2018-12-13,600519,395.78,407.53,412.66,395.38,40399,2427823200.0,4.38,3.23,12.75,0.32
2018-12-14,600519,403.79,398.74,405.58,397.78,24554,1461585120.0,1.91,-2.16,-8.79,0.2
2018-12-17,600519,398.35,396.3,401.75,390.79,24896,1466942960.0,2.75,-0.61,-2.44,0.2
2018-12-18,600519,391.66,396.72,397.32,390.78,19222,1130221280.0,1.65,0.11,0.42,0.15
2018-12-19,600519,394.78,383.58,396.77,381.81,25716,1501321344.0,3.77,-3.31,-13.14,0.2
2018-12-20,600519,382.0,380.28,387.28,374.67,26941,1549600768.0,3.29,-0.86,-3.3,0.21
2018-12-21,600519,376.78,373.19,379.23,367.99,30640,1736537280.0,2.96,-1.86,-7.09,0.24
2018-12-24,600519,369.28,373.78,376.69,363.78,19110,1080787424.0,3.46,0.16,0.59,0.15
2018-12-25,600519,368.0,371.57,373.28,359.39,26593,1490157584.0,3.72,-0.59,-2.21,0.21
2018-12-26,600519,369.59,365.86,374.18,363.78,17866,1005617680.0,2.8,-1.54,-5.71,0.14
