日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-01-04,600519,-107.77,-109.31,-107.77,-109.79,44305,753405635.0,-1.85,0.08,0.09,0.47
2010-01-05,600519,-108.52,-109.69,-108.14,-110.02,31513,535720422.0,-1.72,-0.35,-0.38,0.33
2010-01-06,600519,-110.03,-111.7,-109.64,-112.04,39889,666073283.0,-2.19,-1.83,-2.01,0.42
2010-01-07,600519,-111.7,-113.99,-111.38,-115.37,48826,801445269.0,-3.57,-2.05,-2.29,0.52
2010-01-08,600519,-113.78,-115.28,-113.78,-116.71,36702,593162176.0,-2.57,-1.13,-1.29,0.39
2010-01-11,600519,-114.08,-115.81,-113.1,-116.41,24461,395563861.0,-2.87,-0.46,-0.53,0.26
2010-01-12,600519,-115.69,-112.54,-112.15,-116.32,31063,509373871.0,-3.6,2.82,3.27,0.33
2010-01-13,600519,-113.78,-115.7,-112.91,-116.03,37924,621261800.0,-2.77,-2.81,-3.16,0.4
2010-01-14,600519,-115.28,-110.37,-109.87,-115.28,46455,775471608.0,-4.68,4.61,5.33,0.49
2010-01-15,600519,-110.39,-109.37,-106.73,-110.39,45939,788328964.0,-3.32,0.91,1.0,0.49
2010-01-18,600519,-109.27,-108.53,-107.57,-109.34,21462,368485894.0,-1.62,0.77,0.84,0.23
2010-01-19,600519,-108.52,-109.44,-108.14,-109.64,17819,302797491.0,-1.38,-0.84,-0.91,0.19
2010-01-20,600519,-109.34,-112.33,-109.16,-112.42,20973,353315689.0,-2.98,-2.64,-2.89,0.22
2010-01-21,600519,-112.38,-111.73,-110.49,-112.65,17257,287779661.0,-1.92,0.53,0.6,0.18
2010-01-22,600519,-111.82,-113.68,-111.3,-115.36,25433,416305093.0,-3.63,-1.75,-1.95,0.27
2010-01-25,600519,-113.89,-112.24,-111.3,-114.9,23239,385581318.0,-3.17,1.27,1.44,0.25
2010-01-26,600519,-110.57,-111.75,-109.14,-113.33,32889,553152669.0,-3.73,0.44,0.49,0.35
2010-01-27,600519,-112.25,-113.79,-110.94,-114.08,19317,320765897.0,-2.81,-1.83,-2.04,0.2
2010-01-28,600519,-113.88,-109.87,-109.01,-114.15,30268,507716302.0,-4.52,3.44,3.92,0.32
2010-01-29,600519,-109.31,-110.37,-109.12,-111.01,37173,628192888.0,-1.72,-0.46,-0.5,0.39
2010-02-01,600519,-110.11,-110.1,-109.58,-111.51,29656,499867002.0,-1.75,0.24,0.27,0.31
2010-02-02,600519,-110.77,-111.88,-109.27,-112.06,15494,260426281.0,-2.53,-1.62,-1.78,0.16
2010-02-03,600519,-112.12,-112.33,-110.7,-113.63,23035,382974414.0,-2.62,-0.4,-0.45,0.24
2010-02-04,600519,-112.35,-110.32,-109.83,-112.93,22475,376703449.0,-2.76,1.79,2.01,0.24
2010-02-05,600519,-111.06,-108.33,-107.86,-111.52,26234,445744684.0,-3.32,1.8,1.99,0.28
2010-02-08,600519,-108.33,-108.34,-105.06,-108.88,31496,548228595.0,-3.53,-0.01,-0.01,0.33
2010-02-09,600519,-107.77,-108.43,-106.77,-108.87,14151,243172993.0,-1.94,-0.08,-0.09,0.15
2010-02-10,600519,-107.77,-107.89,-107.32,-108.74,6398,109830207.0,-1.31,0.5,0.54,0.07
2010-02-11,600519,-107.92,-106.73,-105.93,-108.07,14945,259254548.0,-1.98,1.08,1.16,0.16
2010-02-12,600519,-106.29,-106.95,-106.11,-107.62,9346,161899961.0,-1.41,-0.21,-0.22,0.1
2010-02-22,600519,-107.01,-109.96,-106.94,-109.97,12178,207127846.0,-2.83,-2.81,-3.01,0.13
2010-02-23,600519,-109.83,-111.71,-108.89,-113.25,23562,391601201.0,-3.97,-1.59,-1.75,0.25
2010-02-24,600519,-111.7,-110.83,-110.32,-112.65,9904,165405133.0,-2.09,0.79,0.88,0.1
2010-02-25,600519,-111.6,-110.58,-109.27,-111.6,15314,258220826.0,-2.1,0.23,0.25,0.16
2010-02-26,600519,-110.03,-111.64,-110.03,-111.82,10339,173028879.0,-1.62,-0.96,-1.06,0.11
2010-03-01,600519,-111.94,-112.09,-111.18,-112.28,21735,361550327.0,-0.99,-0.4,-0.45,0.23
2010-03-02,600519,-111.82,-112.57,-111.68,-113.1,17182,284524248.0,-1.27,-0.43,-0.48,0.18
2010-03-03,600519,-112.28,-112.53,-112.09,-113.08,14233,235470730.0,-0.88,0.04,0.04,0.15
2010-03-04,600519,-112.26,-112.92,-111.63,-113.78,14169,234440689.0,-1.91,-0.35,-0.39,0.15
2010-03-05,600519,-112.91,-113.47,-112.69,-113.57,9771,160821083.0,-0.78,-0.49,-0.55,0.1
2010-03-08,600519,-113.42,-114.39,-113.04,-114.68,23259,380034354.0,-1.45,-0.81,-0.92,0.25
2010-03-09,600519,-114.38,-114.4,-114.0,-114.75,12341,201437828.0,-0.66,-0.01,-0.01,0.13
2010-03-10,600519,-114.32,-114.03,-114.0,-114.6,11814,192984027.0,-0.52,0.32,0.37,0.13
2010-03-11,600519,-113.88,-114.52,-113.44,-114.84,13519,220769894.0,-1.23,-0.43,-0.49,0.14
2010-03-12,600519,-114.51,-115.34,-114.02,-115.59,12192,197699619.0,-1.37,-0.72,-0.82,0.13
2010-03-15,600519,-115.35,-117.76,-115.35,-118.36,15809,251338919.0,-2.61,-2.1,-2.42,0.17
2010-03-16,600519,-117.76,-117.58,-117.04,-118.36,7764,123284715.0,-1.12,0.15,0.18,0.08
2010-03-17,600519,-117.55,-116.4,-116.35,-117.61,18711,298972351.0,-1.07,1.0,1.18,0.2
2010-03-18,600519,-116.35,-117.98,-115.75,-118.47,14727,234364030.0,-2.34,-1.36,-1.58,0.16
2010-03-19,600519,-117.62,-117.71,-117.28,-118.28,13362,212046433.0,-0.85,0.23,0.27,0.14
2010-03-22,600519,-117.35,-118.28,-117.08,-118.52,23008,364454790.0,-1.22,-0.48,-0.57,0.24
2010-03-23,600519,-118.43,-118.83,-117.92,-119.1,18330,288785264.0,-1.0,-0.46,-0.55,0.19
2010-03-24,600519,-118.6,-117.42,-116.95,-118.62,20176,320611718.0,-1.41,1.19,1.41,0.21
2010-03-25,600519,-117.61,-118.36,-117.61,-118.43,9814,155141078.0,-0.7,-0.8,-0.94,0.1
2010-03-26,600519,-118.16,-117.04,-116.12,-118.22,20527,328239751.0,-1.77,1.12,1.32,0.22
2010-03-29,600519,-117.01,-115.49,-115.3,-117.53,31475,505626392.0,-1.91,1.32,1.55,0.33
2010-03-30,600519,-115.46,-116.77,-115.31,-117.16,19012,304981145.0,-1.6,-1.11,-1.28,0.2
2010-03-31,600519,-116.8,-117.71,-115.56,-117.91,14905,237596436.0,-2.01,-0.81,-0.94,0.16
2010-04-01,600519,-117.7,-116.74,-116.41,-117.71,23981,383228783.0,-1.1,0.82,0.97,0.25
2010-04-02,600519,-118.28,-122.32,-118.28,-123.09,154282,2359758883.0,-4.12,-4.78,-5.58,1.63
2010-04-06,600519,-122.87,-122.91,-122.05,-123.32,53123,806704607.0,-1.04,-0.48,-0.59,0.56
2010-04-07,600519,-122.89,-122.69,-122.15,-123.38,41061,623779291.0,-1.0,0.18,0.22,0.44
2010-04-08,600519,-122.67,-123.91,-122.66,-124.29,32921,497205376.0,-1.33,-0.99,-1.22,0.35
2010-04-09,600519,-124.29,-124.94,-123.84,-125.96,54418,809627274.0,-1.71,-0.83,-1.03,0.58
2010-04-12,600519,-124.9,-126.33,-124.46,-126.71,38514,568871643.0,-1.8,-1.11,-1.39,0.41
2010-04-13,600519,-126.25,-124.38,-123.55,-126.62,54305,807780230.0,-2.43,1.54,1.95,0.58
2010-04-14,600519,-123.64,-123.9,-123.64,-125.6,46368,693802745.0,-1.58,0.39,0.48,0.49
2010-04-15,600519,-123.81,-126.19,-123.81,-126.55,40617,602138292.0,-2.21,-1.85,-2.29,0.43
2010-04-16,600519,-126.2,-125.81,-124.66,-126.7,29396,434500524.0,-1.62,0.3,0.38,0.31
2010-04-19,600519,-125.79,-127.18,-124.63,-127.41,41332,609860437.0,-2.21,-1.09,-1.37,0.44
2010-04-20,600519,-127.3,-129.16,-127.3,-131.72,49387,704502590.0,-3.48,-1.56,-1.98,0.52
2010-04-21,600519,-129.18,-125.78,-125.64,-130.52,63366,922573405.0,-3.78,2.62,3.38,0.67
2010-04-22,600519,-126.29,-125.38,-124.86,-127.28,37064,549560405.0,-1.92,0.32,0.4,0.39
2010-04-23,600519,-125.8,-128.93,-124.6,-129.48,66687,972162191.0,-3.89,-2.83,-3.55,0.71
2010-04-26,600519,-132.56,-134.11,-132.12,-134.14,107036,1480340425.0,-1.57,-4.02,-5.18,1.13
2010-04-27,600519,-134.14,-137.1,-134.14,-137.29,58234,781868466.0,-2.35,-2.23,-2.99,0.62
2010-04-28,600519,-137.82,-137.72,-136.77,-138.57,26287,347144556.0,-1.31,-0.45,-0.62,0.28
2010-04-29,600519,-137.4,-136.13,-135.37,-137.4,34501,464124490.0,-1.47,1.15,1.59,0.37
2010-04-30,600519,-138.25,-140.05,-138.25,-141.01,85567,1102902799.0,-2.03,-2.88,-3.92,0.91
2010-05-04,600519,-140.83,-140.34,-139.65,-141.66,23975,308504586.0,-1.44,-0.21,-0.29,0.25
2010-05-05,600519,-140.97,-138.73,-138.39,-141.35,33839,440483241.0,-2.11,1.15,1.61,0.36
2010-05-06,600519,-138.57,-141.31,-138.57,-141.35,28240,364015607.0,-2.0,-1.86,-2.58,0.3
2010-05-07,600519,-142.33,-139.31,-139.04,-142.7,31255,401357091.0,-2.59,1.42,2.0,0.33
2010-05-10,600519,-137.82,-136.66,-134.81,-137.82,66193,888886062.0,-2.16,1.9,2.65,0.7
2010-05-11,600519,-135.12,-136.57,-134.81,-137.19,33632,450668323.0,-1.74,0.07,0.09,0.36
2010-05-12,600519,-136.85,-136.93,-136.32,-139.32,21643,285567368.0,-2.2,-0.26,-0.36,0.23
2010-05-13,600519,-136.89,-135.66,-135.04,-136.89,27050,365164014.0,-1.35,0.93,1.27,0.29
2010-05-14,600519,-135.65,-135.6,-134.73,-136.32,18126,245038802.0,-1.17,0.04,0.06,0.19
2010-05-17,600519,-135.79,-139.47,-135.79,-139.62,17644,231880074.0,-2.82,-2.85,-3.87,0.19
2010-05-18,600519,-139.32,-139.24,-138.59,-142.19,26037,334232104.0,-2.58,0.16,0.23,0.28
2010-05-19,600519,-138.95,-139.45,-138.42,-140.81,10799,140244493.0,-1.72,-0.15,-0.21,0.11
2010-05-20,600519,-139.73,-138.21,-136.82,-140.06,22740,300553538.0,-2.32,0.89,1.24,0.24
2010-05-21,600519,-139.77,-136.16,-135.86,-140.47,27341,362007811.0,-3.34,1.48,2.05,0.29
2010-05-24,600519,-135.57,-134.84,-134.44,-136.09,29783,404173639.0,-1.21,0.97,1.32,0.32
2010-05-25,600519,-135.11,-138.38,-135.11,-138.76,22051,292444449.0,-2.71,-2.63,-3.54,0.23
2010-05-26,600519,-138.19,-137.86,-137.32,-139.2,11025,145156073.0,-1.36,0.38,0.52,0.12
2010-05-31,600519,-136.69,-137.91,-135.4,-137.91,23550,314717160.0,-1.82,-0.04,-0.05,0.25
2010-06-01,600519,-138.01,-137.34,-136.72,-138.95,23526,311393511.0,-1.62,0.41,0.57,0.25
2010-06-02,600519,-137.4,-136.2,-136.02,-138.08,21889,291694861.0,-1.5,0.83,1.14,0.23
2010-06-03,600519,-135.57,-135.54,-134.44,-136.77,24949,338070633.0,-1.71,0.48,0.66,0.26
2010-06-04,600519,-135.62,-133.22,-133.01,-136.16,30036,410658458.0,-2.32,1.71,2.32,0.32
2010-06-07,600519,-134.06,-131.01,-130.1,-134.81,38125,535882247.0,-3.54,1.66,2.21,0.4
2010-06-08,600519,-131.01,-131.72,-130.4,-132.56,14395,202331408.0,-1.65,-0.54,-0.71,0.15
2010-06-09,600519,-131.64,-130.74,-129.85,-131.75,18054,255194304.0,-1.44,0.74,0.98,0.19
2010-06-10,600519,-130.76,-130.79,-129.85,-131.41,11781,166835001.0,-1.19,-0.04,-0.05,0.12
2010-06-11,600519,-130.63,-132.78,-129.93,-132.89,19573,274933803.0,-2.26,-1.52,-1.99,0.21
2010-06-17,600519,-132.41,-134.45,-132.19,-134.58,12524,172316218.0,-1.8,-1.26,-1.67,0.13
2010-06-18,600519,-134.81,-137.62,-134.21,-138.56,20102,270316817.0,-3.24,-2.36,-3.17,0.21
2010-06-21,600519,-137.52,-135.99,-135.94,-138.42,18954,251513446.0,-1.8,1.18,1.63,0.2
2010-06-22,600519,-136.87,-137.68,-136.36,-138.27,20779,275184084.0,-1.4,-1.24,-1.69,0.22
2010-06-23,600519,-137.82,-138.04,-137.16,-138.25,12813,169174743.0,-0.79,-0.26,-0.36,0.14
2010-06-24,600519,-137.89,-139.34,-137.47,-139.56,24344,317936253.0,-1.51,-0.94,-1.3,0.26
2010-06-25,600519,-139.47,-138.93,-138.57,-140.2,19011,246313336.0,-1.17,0.29,0.41,0.2
2010-06-28,600519,-139.17,-140.82,-139.16,-140.97,14817,190660624.0,-1.3,-1.36,-1.89,0.16
2010-06-29,600519,-140.44,-142.12,-139.78,-142.69,27783,354061610.0,-2.07,-0.92,-1.3,0.29
2010-06-30,600519,-142.33,-141.3,-141.2,-142.59,17824,225134758.0,-0.98,0.58,0.82,0.19
2010-07-01,600519,-140.94,-141.56,-140.94,-141.95,7450,94688255.0,-0.71,-0.18,-0.26,0.08
2010-07-02,600519,-141.91,-141.06,-140.0,-141.91,16453,209978232.0,-1.35,0.35,0.5,0.17
2010-07-05,600519,-141.06,-141.58,-140.83,-142.52,14041,176428087.0,-1.2,-0.37,-0.52,0.15
2010-07-06,600519,-141.51,-140.23,-139.81,-142.19,15306,195146898.0,-1.68,0.95,1.35,0.16
2010-07-07,600519,-140.23,-140.44,-139.56,-141.06,8788,111689439.0,-1.07,-0.15,-0.21,0.09
2010-07-08,600519,-140.6,-139.69,-139.56,-140.6,8516,108893890.0,-0.74,0.53,0.75,0.09
2010-07-09,600519,-139.5,-137.63,-136.78,-140.15,27379,357390425.0,-2.41,1.47,2.06,0.29
2010-07-12,600519,-137.83,-137.9,-135.95,-138.02,17834,235347809.0,-1.5,-0.2,-0.27,0.19
2010-07-13,600519,-137.87,-138.77,-137.87,-139.55,7439,96225621.0,-1.22,-0.63,-0.87,0.08
2010-07-14,600519,-138.88,-138.25,-137.56,-139.16,9643,125763296.0,-1.15,0.37,0.52,0.1
2010-07-15,600519,-138.05,-137.06,-136.03,-138.17,18833,248573676.0,-1.55,0.86,1.19,0.2
2010-07-16,600519,-137.75,-135.57,-135.17,-137.99,32950,438987876.0,-2.06,1.09,1.49,0.35
2010-07-19,600519,-136.14,-134.07,-133.77,-136.24,19412,261608074.0,-1.82,1.11,1.5,0.21
2010-07-20,600519,-133.94,-133.54,-132.95,-134.91,26886,366053258.0,-1.46,0.4,0.53,0.28
2010-07-21,600519,-133.54,-132.51,-130.62,-133.54,24363,338324505.0,-2.19,0.77,1.03,0.26
2010-07-22,600519,-131.82,-132.45,-131.82,-133.32,16222,223560516.0,-1.13,0.05,0.06,0.17
2010-07-23,600519,-132.28,-130.38,-130.15,-132.28,38466,539887868.0,-1.61,1.56,2.07,0.41
2010-07-26,600519,-130.38,-130.2,-128.83,-130.73,22017,311555737.0,-1.46,0.14,0.18,0.23
2010-07-27,600519,-130.84,-129.41,-129.28,-130.84,25229,357546813.0,-1.2,0.61,0.79,0.27
2010-07-28,600519,-128.96,-128.71,-128.64,-129.79,27740,395352770.0,-0.89,0.54,0.7,0.29
2010-07-29,600519,-128.72,-131.35,-128.59,-131.55,45373,636454908.0,-2.3,-2.05,-2.64,0.48
2010-07-30,600519,-131.46,-131.92,-131.46,-132.8,29439,406203348.0,-1.02,-0.43,-0.57,0.31
2010-08-02,600519,-131.95,-128.25,-126.97,-131.95,42966,614400254.0,-3.78,2.78,3.67,0.46
2010-08-03,600519,-128.66,-129.22,-127.31,-129.41,17573,251858817.0,-1.64,-0.76,-0.97,0.19
2010-08-04,600519,-129.41,-127.9,-127.76,-129.63,17350,249201032.0,-1.45,1.02,1.32,0.18
2010-08-05,600519,-127.85,-124.79,-123.89,-127.85,41966,620781742.0,-3.1,2.43,3.11,0.44
2010-08-06,600519,-125.06,-124.76,-124.31,-125.51,21841,323918732.0,-0.96,0.02,0.03,0.23
2010-08-09,600519,-124.72,-122.19,-121.74,-124.72,38704,586147268.0,-2.39,2.06,2.57,0.41
2010-08-10,600519,-122.19,-125.84,-120.71,-126.03,28740,427619893.0,-4.35,-2.99,-3.65,0.3
2010-08-11,600519,-126.41,-125.02,-124.16,-126.41,15191,224550906.0,-1.79,0.65,0.82,0.16
2010-08-12,600519,-125.06,-124.22,-121.98,-126.25,31026,463112778.0,-3.42,0.64,0.8,0.33
2010-08-13,600519,-124.25,-123.11,-122.31,-124.67,15776,236758807.0,-1.9,0.89,1.11,0.17
2010-08-16,600519,-123.1,-121.23,-120.93,-123.1,25910,395272912.0,-1.76,1.53,1.88,0.27
2010-08-17,600519,-121.3,-119.58,-118.71,-121.53,35748,554777110.0,-2.33,1.36,1.65,0.38
2010-08-18,600519,-119.66,-121.27,-118.58,-121.68,30174,464752257.0,-2.59,-1.41,-1.69,0.32
2010-08-19,600519,-121.24,-122.46,-120.47,-123.03,35437,536485063.0,-2.11,-0.98,-1.19,0.38
2010-08-20,600519,-122.51,-124.24,-122.51,-124.55,20842,311220147.0,-1.67,-1.45,-1.78,0.22
2010-08-23,600519,-124.72,-122.86,-122.73,-124.91,13215,197952515.0,-1.75,1.11,1.38,0.14
2010-08-24,600519,-123.16,-122.34,-121.16,-124.08,10838,164253365.0,-2.38,0.42,0.52,0.11
2010-08-25,600519,-123.03,-123.56,-121.96,-123.68,16508,249067209.0,-1.41,-1.0,-1.22,0.17
2010-08-26,600519,-123.48,-123.13,-122.99,-124.53,12233,183116485.0,-1.25,0.35,0.43,0.13
2010-08-27,600519,-123.4,-122.61,-122.48,-124.01,8799,132580368.0,-1.24,0.42,0.52,0.09
2010-08-30,600519,-122.14,-116.03,-115.89,-122.14,53784,849497659.0,-5.1,5.37,6.58,0.57
2010-08-31,600519,-117.0,-116.47,-115.15,-117.48,31400,501261374.0,-2.01,-0.38,-0.44,0.33
2010-09-01,600519,-116.79,-118.24,-114.99,-118.97,25589,406904438.0,-3.42,-1.52,-1.77,0.27
2010-09-02,600519,-117.39,-115.9,-114.33,-117.49,24822,399335601.0,-2.67,1.98,2.34,0.26
2010-09-03,600519,-116.04,-113.92,-111.85,-116.04,27761,452832217.0,-3.62,1.71,1.98,0.29
2010-09-06,600519,-112.89,-110.84,-109.43,-112.89,29008,485289346.0,-3.04,2.7,3.08,0.31
2010-09-07,600519,-110.59,-111.93,-109.05,-112.28,22374,372434005.0,-2.91,-0.98,-1.09,0.24
2010-09-08,600519,-112.13,-111.02,-110.26,-112.13,15011,250344694.0,-1.67,0.81,0.91,0.16
2010-09-09,600519,-110.63,-110.71,-109.05,-111.38,21504,360593531.0,-2.1,0.28,0.31,0.23
2010-09-10,600519,-110.26,-108.76,-108.45,-111.01,19868,335023684.0,-2.31,1.76,1.95,0.21
2010-09-13,600519,-109.13,-109.29,-105.79,-109.92,28063,480493819.0,-3.8,-0.49,-0.53,0.3
2010-09-14,600519,-109.32,-110.41,-108.21,-111.68,26383,441034013.0,-3.18,-1.02,-1.12,0.28
2010-09-15,600519,-110.63,-114.05,-110.41,-114.61,21032,347008844.0,-3.8,-3.3,-3.64,0.22
2010-09-16,600519,-114.31,-116.39,-112.85,-118.23,20498,327836606.0,-4.72,-2.05,-2.34,0.22
2010-09-17,600519,-116.48,-114.53,-112.56,-117.76,17975,290800424.0,-4.47,1.6,1.86,0.19
2010-09-20,600519,-113.74,-112.4,-111.38,-114.39,12576,206418537.0,-2.63,1.86,2.13,0.13
2010-09-21,600519,-111.01,-111.32,-110.72,-112.88,14940,247684425.0,-1.92,0.96,1.08,0.16
2010-09-27,600519,-111.31,-109.26,-109.13,-111.91,18548,310077012.0,-2.5,1.85,2.06,0.2
2010-09-28,600519,-109.44,-107.79,-107.48,-109.88,22585,384574256.0,-2.2,1.35,1.47,0.24
2010-09-29,600519,-108.08,-110.51,-107.21,-110.62,13272,225065386.0,-3.16,-2.52,-2.72,0.14
2010-09-30,600519,-110.96,-109.33,-108.98,-111.38,14579,244719876.0,-2.17,1.07,1.18,0.15
2010-10-08,600519,-109.13,-105.73,-104.25,-109.13,31609,549853018.0,-4.46,3.29,3.6,0.33
2010-10-11,600519,-105.37,-110.03,-103.55,-111.38,43743,742024422.0,-7.41,-4.07,-4.3,0.46
2010-10-12,600519,-110.02,-110.93,-108.39,-112.67,28543,473412980.0,-3.89,-0.82,-0.9,0.3
2010-10-13,600519,-111.38,-115.14,-110.99,-116.0,60288,972450177.0,-4.52,-3.8,-4.21,0.64
2010-10-14,600519,-115.12,-117.06,-114.91,-118.29,53244,842374776.0,-2.94,-1.67,-1.92,0.56
2010-10-15,600519,-117.0,-115.91,-113.64,-117.16,72100,1152421933.0,-3.01,0.98,1.15,0.76
2010-10-18,600519,-115.89,-114.07,-112.01,-119.8,96564,1522116994.0,-6.72,1.59,1.84,1.02
2010-10-19,600519,-114.82,-113.43,-112.21,-115.89,53448,870135034.0,-3.23,0.56,0.64,0.57
2010-10-20,600519,-115.82,-110.32,-109.2,-115.82,47373,788461639.0,-5.84,2.74,3.11,0.5
2010-10-21,600519,-110.18,-110.28,-108.34,-111.53,37622,632118759.0,-2.89,0.04,0.04,0.4
2010-10-22,600519,-110.27,-109.8,-107.18,-110.89,41047,697025656.0,-3.36,0.44,0.48,0.43
2010-10-25,600519,-109.13,-106.12,-105.52,-109.78,36195,622609050.0,-3.88,3.35,3.68,0.38
2010-10-26,600519,-106.27,-109.12,-106.21,-109.87,28591,484027261.0,-3.45,-2.83,-3.0,0.3
2010-10-27,600519,-109.32,-109.77,-108.83,-111.01,28913,484076380.0,-2.0,-0.6,-0.65,0.31
2010-10-28,600519,-109.96,-110.6,-109.66,-110.83,19441,325743881.0,-1.07,-0.76,-0.83,0.21
2010-10-29,600519,-112.33,-113.52,-112.08,-115.52,65466,1064852159.0,-3.11,-2.64,-2.92,0.69
2010-11-01,600519,-113.49,-113.07,-112.21,-114.24,49659,810910408.0,-1.79,0.4,0.45,0.53
2010-11-02,600519,-112.5,-113.89,-112.5,-114.7,62292,1009953812.0,-1.95,-0.73,-0.82,0.66
2010-11-03,600519,-113.64,-113.37,-111.65,-114.76,42253,693876483.0,-2.73,0.46,0.52,0.45
2010-11-04,600519,-112.92,-112.1,-111.73,-113.8,44629,732196946.0,-1.83,1.12,1.27,0.47
2010-11-05,600519,-111.91,-112.9,-111.38,-113.41,34655,569207561.0,-1.81,-0.71,-0.8,0.37
2010-11-08,600519,-112.89,-113.27,-112.89,-114.95,56894,922801037.0,-1.82,-0.33,-0.37,0.6
2010-11-09,600519,-113.19,-111.49,-110.94,-113.85,60738,1002019514.0,-2.57,1.57,1.78,0.64
2010-11-10,600519,-110.93,-101.07,-99.02,-111.01,150005,2670067328.0,-10.75,9.35,10.42,1.59
2010-11-11,600519,-99.37,-103.93,-99.37,-105.29,74217,1322968333.0,-5.86,-2.83,-2.86,0.79
2010-11-12,600519,-104.21,-102.72,-94.79,-104.23,126500,2298576167.0,-9.08,1.16,1.21,1.34
2010-11-15,600519,-99.37,-98.09,-94.85,-99.37,79039,1458250426.0,-4.4,4.51,4.63,0.84
2010-11-16,600519,-96.36,-102.98,-96.36,-105.0,72292,1294350638.0,-8.81,-4.99,-4.89,0.77
2010-11-17,600519,-103.95,-112.13,-103.95,-113.04,80509,1362362423.0,-8.83,-8.89,-9.15,0.85
2010-11-18,600519,-110.97,-108.76,-107.65,-111.38,40286,680881283.0,-3.33,3.01,3.37,0.43
2010-11-19,600519,-107.55,-104.5,-103.87,-108.22,48955,848958178.0,-4.0,3.92,4.26,0.52
2010-11-22,600519,-104.71,-101.98,-99.08,-105.52,47941,857696481.0,-6.16,2.41,2.52,0.51
2010-11-23,600519,-102.08,-94.07,-93.95,-103.72,108470,1995630382.0,-9.58,7.76,7.91,1.15
2010-11-24,600519,-91.85,-85.9,-80.88,-91.85,110799,2220954810.0,-11.66,8.69,8.17,1.17
2010-11-25,600519,-85.44,-83.61,-83.12,-88.09,45580,916382376.0,-5.79,2.67,2.29,0.48
2010-11-26,600519,-83.61,-80.4,-76.32,-85.38,63799,1324934628.0,-10.84,3.84,3.21,0.68
2010-11-29,600519,-81.89,-73.49,-69.31,-81.89,67499,1441023288.0,-15.65,8.59,6.91,0.72
2010-11-30,600519,-73.54,-82.22,-73.54,-85.59,65665,1356812148.0,-16.4,-11.88,-8.73,0.7
2010-12-01,600519,-83.58,-84.04,-79.83,-85.82,38016,773495042.0,-7.29,-2.21,-1.82,0.4
2010-12-02,600519,-82.68,-87.21,-81.33,-87.41,42940,864862808.0,-7.23,-3.77,-3.17,0.45
2010-12-03,600519,-87.34,-86.0,-83.22,-87.57,43037,863905870.0,-4.99,1.39,1.21,0.46
2010-12-06,600519,-85.95,-91.08,-84.34,-93.27,43282,839963278.0,-10.38,-5.91,-5.08,0.46
2010-12-07,600519,-91.93,-87.67,-86.74,-93.46,31805,621615004.0,-7.38,3.74,3.41,0.34
2010-12-08,600519,-87.72,-88.71,-84.49,-88.84,28335,564539229.0,-4.96,-1.19,-1.04,0.3
2010-12-09,600519,-88.85,-89.4,-88.26,-91.62,24461,474949022.0,-3.79,-0.78,-0.69,0.26
2010-12-10,600519,-90.83,-87.55,-86.68,-92.6,39587,766519126.0,-6.62,2.07,1.85,0.42
2010-12-13,600519,-87.72,-88.1,-87.72,-90.72,58593,1144043372.0,-3.43,-0.63,-0.55,0.62
2010-12-14,600519,-87.86,-87.41,-84.71,-88.24,61543,1224103219.0,-4.01,0.78,0.69,0.65
2010-12-15,600519,-87.34,-85.31,-83.34,-87.34,47424,953073582.0,-4.58,2.4,2.1,0.5
2010-12-16,600519,-76.83,-80.59,-76.45,-80.96,66818,1396868342.0,-5.29,5.53,4.72,0.71
2010-12-17,600519,-79.83,-82.52,-78.93,-82.98,51770,1060471130.0,-5.03,-2.39,-1.93,0.55
2010-12-20,600519,-81.35,-87.81,-80.83,-90.35,68557,1361002093.0,-11.54,-6.41,-5.29,0.73
2010-12-21,600519,-87.83,-90.35,-87.63,-91.09,59359,1153389514.0,-3.94,-2.89,-2.54,0.63
2010-12-22,600519,-90.29,-92.64,-89.98,-93.35,44151,845830946.0,-3.73,-2.53,-2.29,0.47
2010-12-23,600519,-92.71,-92.82,-91.32,-93.35,32744,626262013.0,-2.19,-0.19,-0.18,0.35
2010-12-24,600519,-92.82,-94.31,-92.67,-95.61,29409,553596991.0,-3.17,-1.61,-1.49,0.31
2010-12-27,600519,-94.1,-98.62,-93.36,-99.13,45246,844631482.0,-6.12,-4.57,-4.31,0.48
2010-12-28,600519,-98.61,-98.42,-95.91,-102.82,48176,873676036.0,-7.01,0.2,0.2,0.51
2010-12-29,600519,-98.54,-96.36,-96.3,-99.36,30968,569651391.0,-3.11,2.09,2.06,0.33
2010-12-30,600519,-95.98,-99.41,-95.98,-100.71,41775,760950273.0,-4.91,-3.17,-3.05,0.44
2010-12-31,600519,-99.51,-97.92,-97.65,-100.08,46085,843075733.0,-2.44,1.5,1.49,0.49
2011-01-04,600519,-95.68,-96.73,-94.93,-98.91,60462,1116558389.0,-4.06,1.22,1.19,0.64
2011-01-05,600519,-97.18,-100.05,-96.81,-100.49,58198,1064872709.0,-3.8,-3.43,-3.32,0.62
2011-01-06,600519,-99.96,-100.68,-98.16,-102.04,37585,677983969.0,-3.88,-0.63,-0.63,0.4
2011-01-07,600519,-100.73,-101.08,-99.6,-101.99,30534,548732363.0,-2.37,-0.4,-0.4,0.32
